#DEPTH,POR,Vma,Vsh,Sw,Sh,Sxo,Vma1,Vma2,Vma3,Shm,Shr,DEN,AC,CNL,RT,RXO,GR,SP,CAL,Vsh_multi,POR_multi,Sw_multi
1502.875,2.378082613,9.541995545,88.07992184,98.69118623,1.308813767,99.99,9.129803466,0.402650084,0.009541996,1.298813767,0.01,2.57008442,251.0278711,32.06936486,0.54572043,0.544529854,154.1496084,66.28424593,21.92493797,86.69480085,1.918163896,89.75471258
1503,2.426342159,11.31440733,86.25925051,98.55559981,1.444400191,99.87340765,10.82565117,0.477441751,0.011314407,1.317807841,0.12659235,2.51381863,229.3463044,32.24314503,0.540218009,0.539270517,160.7297828,66.55179657,22.0263485,83.31363201,1.30226016,90.48098922
1503.125,2.440886659,10.31241484,87.2466985,98.34599416,1.654005844,99.63070226,9.866942433,0.435159991,0.010312415,1.284708107,0.369297737,2.516043936,209.063384,29.49921957,0.602274339,0.602594124,163.159728,64.52128994,22.20802185,74.97292161,1.07915774,91.89860821
1503.25,2.543429559,40.45738675,56.99918369,98.73906141,1.260938587,99.10178841,35.57080291,4.846126454,0.040457387,0.362726997,0.89821159,2.438055182,194.6371043,26.73471451,0.661789046,0.663152151,163.8543208,62.85440073,21.94790861,67.28588343,2.517050505,93.00050735
1503.375,2.495696893,39.33075288,58.17355022,99.24020856,0.759791442,99.60495365,34.5802478,4.711174332,0.039330753,0.364745094,0.395046348,2.323345297,196.3369262,23.99755876,0.72828568,0.730856839,172.2798532,58.32605718,21.94050896,57.79640675,4.315524921,89.46709037
1503.5,2.535649214,40.90847867,56.55587212,97.01314197,2.986858032,97.38170546,35.96741037,4.900159813,0.040908479,0.368563496,2.618294536,2.209181915,171.8740189,21.02645966,0.799405002,0.802980032,160.5217365,57.59419275,22.31647005,56.31180406,1.79027617,92.66860485
1503.625,2.479749409,42.44396412,55.07628647,98.10846296,1.891537037,98.48515476,37.31743456,5.084085599,0.042443964,0.376691797,1.514845241,2.134686738,162.973369,20.91643679,0.810095236,0.813578242,166.8026002,56.87666032,22.1656838,55.83641529,1.781288534,92.23281741
1503.75,2.502868458,41.80366241,55.69346913,96.00530816,3.994691837,96.37174083,36.75447071,5.007388034,0.041803662,0.366432665,3.628259172,2.084383426,161.717565,20.7814435,0.818773783,0.822180744,172.1843123,56.4132446,22.19593781,55.82848787,1.514298469,92.7993834
1503.875,2.467333146,40.88624979,56.64641707,97.61652703,2.383472972,97.99329648,35.94786638,4.89749716,0.04088625,0.376769448,2.006703524,2.069679547,156.8618673,20.78190041,0.823773132,0.82693574,166.9172751,56.81951082,21.97670607,56.98938966,0.909339637,92.73915291
1504,2.394797768,41.11676713,56.4884351,94.98644845,5.013551548,95.37259575,36.15054103,4.925109329,0.041116767,0.386147296,4.627404252,2.064469104,161.6542261,21.01621852,0.817659055,0.82066922,163.6006802,59.02779937,22.01385265,56.75469637,0.713888556,91.39122963
1504.125,2.383922152,40.052927,57.56315085,96.8538982,3.146101804,97.23158633,35.21519521,4.797678859,0.040052927,0.377688133,2.768413671,2.120801806,142.3329583,21.29462152,0.805055419,0.807873234,171.0074669,56.45894119,22.13172643,57.7970624,1.156285405,91.18487239
1504.25,2.351859507,38.89248312,58.75565737,96.94861515,3.05138485,97.32193909,34.19491378,4.658676857,0.038892483,0.373323939,2.678060911,2.130079207,175.224149,21.51902151,0.802685312,0.805332185,167.0083447,57.56489058,22.11416979,58.35005045,2.793896943,92.89675951
1504.375,2.357943199,38.66740955,58.97464725,95.04186612,4.958133879,95.41526791,33.99702538,4.631716761,0.03866741,0.373401793,4.584732086,2.14718295,187.8216132,21.76994398,0.790947447,0.793497714,170.5876083,58.14040957,21.86993466,59.21349525,2.14747116,93.70173216
1504.5,2.288612639,38.45834976,59.2530376,96.01497233,3.985027665,96.39591385,33.81321655,4.606674853,0.03845835,0.380941518,3.604086147,2.194974058,173.1901098,21.93973168,0.78592126,0.788339598,187.1481978,58.6398964,22.1116225,58.96736979,1.493442059,92.6548481
1504.625,2.302752481,38.31074296,59.38650456,96.37445477,3.625545233,96.76639815,33.68343822,4.588993997,0.038310743,0.391943383,3.23360185,2.244835488,169.2673138,21.85837067,0.789232244,0.791466627,166.9447307,57.81519561,22.06996328,58.21223259,1.025643945,91.6885376
1504.75,2.237895599,39.8789692,57.8831352,96.88291274,3.117087261,97.28280475,35.06224864,4.776841589,0.039878969,0.39989201,2.717195251,2.223805338,156.416056,21.61979984,0.79257918,0.794660805,168.9983551,58.45411734,22.08941167,57.21572638,1.337952167,90.20652175
1504.875,2.249996407,41.24299968,56.50700391,97.58534852,2.414651483,97.99474236,36.26152678,4.940229903,0.041243,0.409393841,2.005257641,2.264736116,163.2345717,21.32595555,0.806734307,0.808693147,173.4673173,56.06415046,21.88396671,54.90931273,1.35795027,90.64992666
1505,2.245013524,41.72085844,56.03412803,94.79151953,5.208480465,95.19673205,36.6816681,4.997469487,0.041720858,0.405212512,4.803267953,2.236083568,163.6717667,21.15902303,0.812510196,0.814391382,176.2965711,56.51278121,22.06300679,56.50923848,1.565287262,90.92633128
1505.125,2.241910619,40.16320052,57.59488886,96.57319658,3.426803416,96.97117876,35.31214952,4.810887805,0.040163201,0.397982179,3.028821236,2.227949581,157.6002465,21.25984016,0.814590235,0.81643558,171.9106835,56.96014836,22.00005779,57.30691552,1.182387024,91.89255834
1505.25,2.25959056,38.86811114,58.8722983,94.32183434,5.678165659,94.72857327,34.17348553,4.655757496,0.038868111,0.406738934,5.271426725,2.230808297,163.575904,21.43272039,0.810545594,0.812392462,164.1201143,57.99070891,21.99615612,57.5232029,1.470436156,91.88667536
1505.375,2.27173575,39.3973691,58.33089515,96.46536031,3.534639689,96.87579636,34.63881788,4.719153855,0.039397369,0.410436052,3.124203637,2.247104017,162.9173013,21.67317858,0.800188625,0.80206167,158.7292028,56.35120065,21.85217343,58.2108736,1.598129421,90.69317579
1505.5,2.261590881,39.09016349,58.64824563,95.21480848,4.785191517,95.6203299,34.36871763,4.682355699,0.039090163,0.405521416,4.379670101,2.281997738,166.651198,21.8294932,0.800511488,0.802331333,169.8211756,58.07115281,21.82876344,58.38534236,1.78303197,91.22918248
1505.625,2.25501135,38.56463166,59.18035699,93.89345086,6.106549145,94.30104841,33.90666136,4.619405669,0.038564632,0.407597559,5.698951586,2.292628896,170.4734066,21.96321118,0.797161908,0.799039351,166.4993941,56.67165576,22.01269725,59.50576067,1.359219849,91.55139327
1505.75,2.319707388,37.39711083,60.28318178,93.63340522,6.366594779,94.04011282,32.88015775,4.479555964,0.037397111,0.406707597,5.959887182,2.272348979,166.0580934,22.25745713,0.795502308,0.797354315,181.123224,59.269612,21.89647682,60.61823964,0.821461529,91.93286896
1505.875,2.295614372,36.34869939,61.35568624,92.55612469,7.443875313,92.96127547,31.95837709,4.353973597,0.036348699,0.405150783,7.03872453,2.213659996,166.8131571,22.6585133,0.781648363,0.783490814,183.5701824,59.05684416,21.94193289,61.65236235,0.894740224,92.52461195
1506,2.229181789,34.78256196,62.98825625,95.24056798,4.759432019,95.64258627,30.58140319,4.166376209,0.034782562,0.402018293,4.357413726,2.228639994,171.2028293,23.06918738,0.770899294,0.772695357,168.0055618,58.77310904,22.05036655,62.91451454,1.093886793,94.04506683
1506.125,2.179722747,34.24658392,63.57369333,92.40738039,7.592619609,92.79748193,30.11016244,4.102174897,0.034246584,0.390101543,7.202518065,2.196892654,180.7116176,23.41444833,0.758343259,0.760004939,168.5687072,59.64831382,22.1906306,63.50463033,1.522103697,93.67538095
1506.25,2.150217646,33.79168649,64.05809586,94.17608829,5.823911709,94.57621295,29.71020911,4.047685701,0.033791686,0.400124661,5.423787048,2.236683014,182.5386423,23.65442087,0.744157701,0.745802412,177.6649219,58.99517878,22.08482712,63.98950815,2.209171653,91.98056459
1506.375,2.188508932,33.73579425,64.07569682,95.48719073,4.512809271,95.87861256,29.66106772,4.040990734,0.033735794,0.391421829,4.121387442,2.259367779,189.7945368,23.91031155,0.738817635,0.740414769,187.3815617,59.17033104,21.91711133,65.47601223,1.411575079,93.08692217
1506.5,2.152618941,32.1291878,65.71819326,94.04858578,5.951414222,94.43605793,28.24851279,3.848545827,0.032129188,0.387472153,5.563942069,2.254444048,186.5084279,24.24947331,0.728774365,0.730367526,187.2961915,61.69070876,22.01446596,66.19269252,1.16597414,93.08177233
1506.625,2.126240301,30.63166203,67.24209767,92.23634115,7.763658853,92.61819463,26.93186338,3.669166983,0.030631662,0.381853483,7.38180537,2.226717031,188.3749008,24.39384735,0.731512901,0.73311315,186.4109108,60.12216064,22.08042213,66.62973166,1.061154902,93.87028217
1506.75,2.182816838,32.32757181,65.48961135,90.83061268,9.169387322,91.22144689,28.42293528,3.872308954,0.032327572,0.390834216,8.778553107,2.282813295,186.879459,24.44821475,0.739520298,0.741017987,196.7158547,61.50765823,22.13621902,65.91463089,0.889293849,93.64745617
1506.875,2.169871818,33.3306955,64.49943268,91.0143373,8.985662705,91.41048633,29.30489821,3.992466597,0.033330695,0.39614903,8.589513674,2.267715777,178.8416452,24.17149281,0.756464937,0.757809236,187.6032506,59.12614553,22.11617615,64.07034397,2.256044,89.76361752
1507,2.118289307,35.28104488,62.60066582,90.43610452,9.563895475,90.83593323,31.0196776,4.226086227,0.035281045,0.399828701,9.164066774,2.253053121,182.4205947,23.8605078,0.76628098,0.767559291,189.6289167,57.79363284,22.14568872,63.51521015,2.695930749,89.38956261
1507.125,2.11961718,34.00266846,63.87771436,92.13042071,7.869579293,92.52341286,29.89570794,4.072957855,0.034002668,0.392992154,7.476587139,2.315568764,188.6774062,23.63247944,0.767951115,0.769111884,190.4194061,59.51649091,22.64092397,63.06400299,1.150914282,93.67550015
1507.25,2.069422372,34.793272,63.13730563,93.42539382,6.574606176,93.82961698,30.59081963,4.167659095,0.034793272,0.404223152,6.170383024,2.337368926,170.3671907,23.41230164,0.765881211,0.766963118,176.6481876,58.88844517,22.69835669,62.62180805,1.68074891,92.59420633
1507.375,2.057378896,35.65348855,62.28913256,95.26661187,4.733388132,95.67407847,31.34713624,4.270698825,0.035653489,0.407466604,4.325921528,2.28416193,187.7584039,23.3081293,0.754284955,0.755426778,168.2706968,58.43225964,22.45832632,60.8968854,1.863959432,92.53890514
1507.5,2.081181102,36.19399004,61.72482886,97.26594567,2.734054332,97.67529677,31.82235407,4.335441973,0.03619399,0.409351099,2.324703232,2.269969107,177.4103054,23.12924951,0.754934771,0.75608132,180.5275527,58.12166866,22.54530958,62.13651299,1.333282143,92.86544323
1507.625,2.11685353,35.85267148,62.03047498,94.50101257,5.498987435,94.90393841,31.52226116,4.29455765,0.035852671,0.402925846,5.096061589,2.246816301,177.0301933,22.90559461,0.763955514,0.76508512,182.2839859,60.11914433,22.04302429,61.28023863,0.823328644,91.80766344
1507.75,2.060771696,37.24057267,60.69865563,92.81136254,7.188637459,93.20617213,32.74252682,4.46080528,0.037240573,0.394809591,6.793827867,2.198073589,156.7514865,22.79178323,0.774566448,0.77560523,178.6732068,57.83739292,22.16606311,60.86263061,0.708412379,91.80884361
1507.875,2.011947631,37.02737472,60.96067765,92.28263183,7.717368168,92.68181871,32.55507966,4.435267687,0.037027375,0.399186876,7.318181292,2.174977748,165.3898445,22.58387999,0.797555407,0.798374389,165.8816259,58.24871594,21.9922897,61.36260033,0.576242805,94.09167767
1508,1.97444459,38.7706427,59.25491271,90.46291938,9.537080623,90.85976877,34.08778967,4.644082388,0.038770643,0.396849391,9.140231231,2.163978168,169.5484671,22.47360599,0.805634693,0.806243747,173.6850319,59.65357907,22.01895609,60.85788012,0.800645351,93.6331749
1508.125,1.919412478,37.27835236,60.80223516,92.70032996,7.299670043,93.09171661,32.77574335,4.465330662,0.037278352,0.391386649,6.908283394,2.161839459,168.6364634,22.55315167,0.808704309,0.80917525,165.9410291,57.98383713,21.99877537,60.48309207,1.438557357,92.60032773
1508.25,1.938136918,36.56626956,61.49559353,90.36378801,9.636211992,90.74837946,32.14966838,4.380034908,0.03656627,0.384591447,9.251620545,2.201305944,171.7922616,22.4925403,0.813405799,0.813762295,164.0965378,58.24711595,22.07142504,60.71528196,1.604165882,92.81284809
1508.375,1.880424314,37.82632334,60.29325234,91.27497086,8.725029141,91.65836103,33.25752849,4.530968532,0.037826323,0.383390167,8.341638974,2.170517421,175.1311377,22.66183423,0.803841157,0.804152132,169.5625554,58.32402416,22.06341091,61.51790619,0.744252652,93.53479743
1508.5,1.845191355,37.00100417,61.15380447,91.89340548,8.106594525,92.2747256,32.53189424,4.432108932,0.037001004,0.381320129,7.725274396,2.162893121,166.7661709,22.72627607,0.80717689,0.807414765,170.8728407,59.75784483,22.09759117,62.21081018,0.122661144,94.55553293
1508.625,1.854886168,36.71151608,61.43359775,90.33643192,9.663568082,90.71581179,32.27737152,4.397433041,0.036711516,0.37937987,9.284188212,2.170389032,166.1192776,22.78476595,0.803171587,0.803418605,176.5372132,60.29894249,22.08798783,62.58652806,0.098858774,94.2708075
1508.75,1.891159708,35.94530983,62.16353047,91.20800835,8.791991645,91.57828428,31.60371032,4.305654192,0.03594531,0.370275921,8.421715724,2.152815912,164.292956,22.95197607,0.801663415,0.801955262,176.9159146,59.16955726,21.91742937,62.4953866,1.131789386,92.57380962
1508.875,1.895552288,36.06729882,62.03714889,89.40024844,10.59975156,89.76030568,31.71096507,4.320266458,0.036067299,0.360057241,10.23969432,2.135360871,184.2910131,22.96486468,0.812322504,0.812619468,188.6592574,58.89013658,21.76084156,60.75395346,3.542275727,87.24120855
1509,1.880370497,36.97820326,61.14142624,87.34808631,12.65191369,87.70344632,32.5118473,4.429377759,0.036978203,0.355360007,12.29655368,2.139991712,181.806591,22.82579286,0.824754182,0.825052746,184.2489548,56.98203279,21.89207881,59.91978049,3.348678723,85.76751947
1509.125,1.871062908,38.29426335,59.83467374,87.45113208,12.54886792,87.80704156,33.66894908,4.587020013,0.038294263,0.355909478,12.19295844,2.15343124,171.7146369,22.52321938,0.851699211,0.851823136,170.0661098,58.28716865,21.862599,60.22796035,1.513677835,88.53385448
1509.25,1.852380531,39.43758208,58.71003738,85.18839241,14.81160759,85.55414011,34.6741738,4.723970706,0.039437582,0.365747704,14.44585989,2.158762268,166.6577237,22.125732,0.883770509,0.883668786,182.1469809,57.92571986,22.02159396,58.90721083,1.292192191,86.76594496
1509.375,1.852690972,40.58751021,57.55979882,83.36677529,16.63322471,83.73438759,35.68520961,4.861713095,0.04058751,0.367612295,16.26561241,2.163355644,161.1451904,21.85827535,0.908446964,0.908114349,151.4103492,57.424611,22.18183255,58.64349604,2.094598114,84.7830534
1509.5,1.808659712,40.07438087,58.11695942,82.41747998,17.58252002,82.78302664,35.23405781,4.800248679,0.040074381,0.365546661,17.21697336,2.17975543,173.8700436,21.87004619,0.924713152,0.924170028,171.1986476,57.58172635,21.91577365,58.67643356,2.487171441,82.11069703
1509.625,1.786505121,38.41007615,59.80341873,81.52600409,18.47399591,81.88115664,33.7707736,4.600892472,0.038410076,0.355152552,18.11884336,2.214789778,174.7163153,21.95311397,0.926271716,0.925621468,176.1957923,58.02985881,22.97630971,59.42951441,1.402793825,85.40481329
1509.75,1.743233459,38.66942652,59.58734002,83.45575264,16.54424736,83.81228348,33.99879873,4.631958362,0.038669427,0.356530843,16.18771652,2.183280959,172.1528363,22.00241437,0.917627179,0.916967727,168.3025691,58.8402284,23.03199499,59.18858647,0.509724021,86.24657393
1509.875,1.717961657,40.08252744,58.19951091,85.62133224,14.37866776,85.96888171,35.24122041,4.801224503,0.040082527,0.347549474,14.03111829,2.168725665,158.403261,21.9531854,0.904189692,0.9036317,172.83657,57.87140978,24.04572635,57.34098554,1.406013221,88.38094473
1510,1.74165069,40.4923842,57.76596511,87.84456446,12.15543554,88.19572905,35.60157325,4.850318571,0.040492384,0.35116459,11.80427095,2.163165162,153.9073535,21.71007062,0.893555965,0.893070905,171.4630074,57.60483289,24.03180901,58.29774141,0.571049005,90.1289463
1510.125,1.704351763,40.88075361,57.41489462,88.87715974,11.12284026,89.23281687,35.94303405,4.896838809,0.040880754,0.355657136,10.76718313,2.110019413,156.2498422,21.6081517,0.888671755,0.888192359,171.9026653,57.16843645,22.85305294,58.14648867,0.391054899,90.8946991
1510.25,1.686028835,39.7185586,58.59541256,86.69206872,13.30793128,87.05210479,34.92121299,4.75762705,0.039718559,0.360036073,12.94789521,2.117442217,154.9458981,21.48538532,0.884781264,0.884244852,167.6797261,58.01500747,23.17271985,57.62884021,1.170150936,91.24282598
1510.375,1.642113395,41.37234576,56.98554084,88.9396259,11.0603741,89.30768264,36.37524999,4.955723426,0.041372346,0.368056742,10.69231736,2.150112415,162.0334131,21.28668161,0.886128108,0.885541879,162.1854408,56.45009421,21.84624677,56.76104426,1.924580336,90.1669383
1510.5,1.669102168,42.62045222,55.71044562,90.51405543,9.485944573,90.87593845,37.47260581,5.105225957,0.042620452,0.361883025,9.124061548,2.164960316,161.4557007,21.18134141,0.883115076,0.882468469,170.1720853,56.81028586,22.02793058,56.36597872,0.853221118,92.50996113
1510.625,1.621557461,42.00521582,56.37322672,91.75266318,8.247336815,92.12423022,36.93167981,5.031530803,0.042005216,0.371567038,7.875769778,2.167595047,152.6544818,20.92324879,0.883253037,0.882574585,165.2075089,57.41888578,22.07649554,56.1267674,0.484456122,92.76875854
1510.75,1.584499303,42.47685428,55.93864642,90.71434383,9.285656166,91.07805927,37.34635212,5.088025296,0.042476854,0.363715434,8.921940732,2.194010934,152.084921,20.79162564,0.889966465,0.889210575,165.5434154,56.81167837,21.99108333,55.79437613,1.138565689,91.9626236
1510.875,1.57942203,42.85422066,55.56635731,88.57734128,11.42265872,88.94745123,37.67813888,5.133227553,0.042854221,0.370109949,11.05254877,2.187402635,166.8659097,20.87870015,0.88527451,0.88441145,157.0616145,56.80860831,22.84316349,55.88907003,1.267059892,91.104877
1511,1.580530773,41.73987197,56.67959726,90.91810685,9.081893153,91.29867731,36.6983851,4.999746993,0.041739872,0.380570459,8.701322693,2.145325039,150.8208563,20.98285134,0.884553948,0.88359766,158.5448046,56.1583939,22.9308587,56.48704171,1.497227699,90.38112164
1511.125,1.540475408,40.98301784,57.47650675,90.36728753,9.632712474,90.74158664,36.03294645,4.909088374,0.040983018,0.37429911,9.258413365,2.133024455,165.7093578,21.17035156,0.882381184,0.881301459,174.4861809,56.21834337,22.92539527,57.26493597,1.342307776,91.35562181
1511.25,1.508251445,40.56671858,57.92502997,88.55891367,11.44108633,88.93582879,35.66692926,4.859222602,0.040566719,0.376915122,11.06417121,2.147847675,165.82423,21.36484368,0.869791762,0.86872045,166.0876368,58.67930216,22.85096793,58.22039843,0.828641653,92.85789728
1511.375,1.512718336,40.76169705,57.72558462,90.22538369,9.774616315,90.59132739,35.83835755,4.8825778,0.040761697,0.36594371,9.408672605,2.103954723,165.6427762,21.30730393,0.870777976,0.869704105,166.4569069,58.24775029,22.13332252,57.35019445,0.784629583,93.50661635
1511.5,1.557772787,42.36584495,56.07638227,91.48255296,8.517447041,91.85923735,37.24875089,5.074728213,0.042365845,0.376684393,8.140762648,2.126132685,158.485835,21.21215118,0.865163897,0.864192635,163.5197247,57.71919035,21.89839174,56.4424932,0.847917795,93.7245369
1511.625,1.593605941,41.86549537,56.54089869,94.18338138,5.816618619,94.56106902,36.80883527,5.014794601,0.041865495,0.377687636,5.438930983,2.192574921,150.9514085,20.9605757,0.863958806,0.863100072,161.4311581,55.84927303,22.18365095,56.07247949,0.83443597,93.45052838
1511.75,1.554839964,43.13030778,55.31485226,93.11596521,6.884034788,93.49168498,37.92087924,5.166298229,0.043130308,0.375719766,6.508315022,2.181815025,155.2646132,20.59107463,0.866804275,0.866020532,167.7529505,57.19459524,22.14797657,54.59712744,1.664680988,91.68353081
1511.875,1.527510709,44.61270869,53.8597806,95.31491189,4.685088113,95.68370008,39.22423062,5.343865365,0.044612709,0.368788196,4.316299918,2.17900767,165.4019116,20.43766644,0.864557394,0.863845653,160.7233862,55.74940763,22.00823013,53.53841186,2.525123954,91.12700224
1512,1.562873032,43.92713935,54.50998762,94.99794553,5.00205447,95.37030674,38.62146672,5.261745485,0.043927139,0.372361214,4.629693256,2.241489331,156.7744927,20.20301703,0.873357852,0.87267171,151.8166468,55.54205557,22.08710952,53.6349535,1.332192123,92.31727719
1512.125,1.593963919,44.39021736,54.01581872,94.63025495,5.369745055,94.99445937,39.02861256,5.317214579,0.044390217,0.364204428,5.005540627,2.20792787,146.4796335,20.01924858,0.874860672,0.874224766,166.9951901,55.9487577,22.06810609,53.40402126,0.972662866,90.21304846
1512.25,1.550771308,45.05173476,53.39749393,95.73914779,4.260852207,96.10823232,39.61022959,5.396453434,0.045051735,0.36908453,3.891767678,2.173674819,144.5870103,20.09578118,0.872233368,0.871590923,165.6137298,56.03096831,21.91487576,54.45895791,1.387436688,91.04540348
1512.375,1.516065979,43.80278659,54.68114743,95.03664763,4.963352369,95.40401359,38.51213372,5.246850079,0.043802787,0.367365962,4.595986406,2.148230309,168.1238516,20.24318723,0.86501566,0.864318187,177.0424805,57.0211025,21.94205711,52.84113884,1.52040869,93.31421256
1512.5,1.480458152,42.39505022,56.12449163,95.47556311,4.524436889,95.85069965,37.27442865,5.078226522,0.04239505,0.375136534,4.149300354,2.133870388,147.5330701,20.42941289,0.85018411,0.849410333,178.3648659,56.02770235,22.12053818,54.94844317,1.54459551,90.83143473
